Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
TRC,Tejon Ranch Co,23.85,492257512.8,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/trc
SYBT,"Stock Yards Bancorp, Inc.",33.41,489203853.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sybt
HFWA,Heritage Financial Corporation,16.15,488630249.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hfwa
RBCAA,"Republic Bancorp, Inc.",23.31,485220960,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
DHIL,"Diamond Hill Investment Group, Inc.",142.38,470645775.2,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
COBZ,CoBiz Financial Inc.,11.5,468990021.5,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
NEWS,"NewStar Financial, Inc.",9.82,462334585.3,n/a,2006,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/news
HAWK,"Blackhawk Network Holdings, Inc.",33.89,442806740,n/a,2013,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hawk
WSBF,"Waterstone Financial, Inc.",12.72,437823595.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wsbf
SBCF,Seacoast Banking Corporation of Florida,13.17,436180535.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sbcf
THFF,First Financial Corporation Indiana,33.58,433376999.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
GCAP,"GAIN Capital Holdings, Inc.",10,430882340,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/gcap
NMIH,NMI Holdings Inc,7.32,428363164.6,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/nmih
AAMC,Altisource Asset Management Corp,195.25,427573093.8,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/aamc
SNC,"State National Companies, Inc.",9.55,422559824.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/snc
WLRHU,WL Ross Holding Corp.,10.54,421600000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/wlrhu
MIG,"Meadowbrook Insurance Group, Inc.",8.4,420761804.4,n/a,1995,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mig
MSFG,"MainSource Financial Group, Inc.",19.13,414873744.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
EMCI,EMC Insurance Group Inc.,30.61,414654814.2,n/a,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
LBAI,"Lakeland Bancorp, Inc.",10.82,410192875.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
BMTC,Bryn Mawr Bank Corporation,29.56,405926699.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmtc
FNHC,Federated National Holding Company,28.95,405556033.8,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fnhc
NTRSP,Northern Trust Corporation,25.32,405120000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ntrsp
DGICA,"Donegal Group, Inc.",14.8,398598513.6,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
PICO,PICO Holdings Inc.,17.29,397749845.2,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/pico
EFSC,Enterprise Financial Services Corporation,20.04,397570353.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
BSF,"Bear State Financial, Inc.",10.66,394424072.1,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bsf
SFE,"Safeguard Scientifics, Inc.",18.63,382581376.5,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/sfe
GABC,"German American Bancorp, Inc.",28.26,373325762.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gabc
BKYF,The Bank of Kentucky Financial Corp.,48.13,370208836.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkyf
CSBK,Clifton Bancorp Inc.,13.39,363570368.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
METR,"Metro Bancorp, Inc",25.38,360566122.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/metr
AGM,Federal Agricultural Mortgage Corporation,32.79,358584586.9,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm
CIA,"Citizens, Inc.",7.05,353076887.4,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/cia
PEBO,Peoples Bancorp Inc.,23.7,352974978.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebo
BBNK,Bridge Capital Holdings,21.89,350984675.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbnk
GBNK,Guaranty Bancorp,16.1,350131369,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/gbnk
BWINA,"Baldwin & Lyons, Inc.",23.25,348173144.3,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwina
ATAX,"America First Multifamily Investors, L.P.",5.73,345249277.4,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/atax
FLIC,The First of Long Island Corporation,24.89,344992424.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/flic
BWINB,"Baldwin & Lyons, Inc.",23,344429347,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/bwinb
CACB,Cascade Bancorp,4.75,344290853.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cacb
TBBK,"The Bancorp, Inc.",9.08,342396467,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
SNBC,"Sun Bancorp, Inc.",18.19,338081777.5,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
LION,Fidelity Southern Corporation,15.7,334846554.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
AROW,Arrow Financial Corporation,26.32,331818924.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
BANC,"Banc of California, Inc.",11.55,330740325.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BKMU,Bank Mutual Corporation,7.1,330606416.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
FBNC,First Bancorp,16.71,329276916.5,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/fbnc
OKSB,"Southwest Bancorp, Inc.",16.66,324135427.3,n/a,1993,Finance,Major Banks,http://www.nasdaq.com/symbol/oksb
HTBI,"HomeTrust Bancshares, Inc.",15.87,323721354.3,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
CTO,Consolidated-Tomoka Land Co.,55.05,322988259,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cto
FISI,"Financial Institutions, Inc.",22.87,322426108.4,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
PNX,"Phoenix Companies, Inc. (The)",56.55,322335000,n/a,2001,Finance,Life Insurance,http://www.nasdaq.com/symbol/pnx
MBWM,Mercantile Bank Corporation,19.01,320561809,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
AUMA,AR Capital Acquisition Corp.,10.48,314400000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/auma
ABCW,Anchor BanCorp Wisconsin Inc.,33.67,311289251,n/a,2014,Finance,Banks,http://www.nasdaq.com/symbol/abcw
FCBC,"First Community Bancshares, Inc.",16.63,308413644,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
UVSP,Univest Corporation of Pennsylvania,18.97,307594850.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/uvsp
NBBC,NewBridge Bancorp,8.26,307235185.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbbc
PSTB,Park Sterling Corporation,6.66,298695958.4,n/a,2010,Finance,Major Banks,http://www.nasdaq.com/symbol/pstb
BMRC,Bank of Marin Bancorp,50.31,298509756.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
PFIS,Peoples Financial Services Corp. ,39.42,297556272.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pfis
IBCP,Independent Bank Corporation,12.79,293558625.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
GNBC,"Green Bancorp, Inc.",11.21,293376338.3,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/gnbc
BDGE,"Bridge Bancorp, Inc.",25.05,291850586.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bdge
FDEF,First Defiance Financial Corp.,31.57,291159881.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
TIPT,Tiptree Financial Inc.,6.99,290784000,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/tipt
OCFC,OceanFirst Financial Corp.,16.45,289075241.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ocfc
HMPR,Hampton Roads Bankshares Inc,1.65,280983323,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hmpr
BLVDU,Boulevard Acquisition Corp.,10.114,278767125,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/blvdu
TSC,"TriState Capital Holdings, Inc.",9.89,278712275.7,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/tsc
CAC,Camden National Corporation,37.31,276895120.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cac
BPOPN,"Popular, Inc.",22.78,273360000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bpopn
WTBA,West Bancorporation,17.02,272638852.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wtba
PPBI,Pacific Premier Bancorp Inc,16.05,271152166.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ppbi
CCBG,Capital City Bank Group,15.45,269338104.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccbg
BLVD,Boulevard Acquisition Corp.,9.7,267356250,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/blvd
SUBK,Suffolk Bancorp,22.54,263145957.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/subk
TAXI,Medallion Financial Corp.,10.31,259428375.2,n/a,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
HEOP,Heritage Oaks Bancorp,7.81,258469739.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/heop
TRTL,Terrapin 3 Acquisition Corporation,9.7,257959375,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtl
UCFC,United Community Financial Corp.,5.18,257387046.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc
SLMBP,SLM Corporation,64,256000000,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmbp
BFIN,BankFinancial Corporation,12.11,255544808.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bfin
CLMS,"Calamos Asset Management, Inc.",12.42,254990933.8,n/a,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/clms
CLACU,Capitol Acquisition Corp. II,10.1805,254512500,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/clacu
PGC,Peapack-Gladstone Financial Corporation,20.41,250822265.9,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/pgc
CLAC,Capitol Acquisition Corp. II,9.87,246750000,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/clac
BBX,BBX Capital Corporation,13.9,244134748.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bbx
MRLN,Marlin Business Services Corp.,19.01,243721773.1,n/a,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
CCNE,CNB Financial Corporation,16.95,243555380.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
HBOS,Heritage Financial Group,25.98,238708500.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hbos
CZNC,Citizens & Northern Corp,19.29,236553790.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
FBNK,"First Connecticut Bancorp, Inc.",14.76,236548468.4,n/a,2011,Finance,Banks,http://www.nasdaq.com/symbol/fbnk
COB,CommunityOne Bancorp,9.74,235577454.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cob
OPY,"Oppenheimer Holdings, Inc.",20.91,235258410,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/opy
PCBK,Pacific Continental Corporation (Ore),13.25,234753085.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pcbk
MOFG,"MidWestOne Financial Group, Inc.",28.02,233958285.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mofg
CASH,"Meta Financial Group, Inc.",36.38,233603910.8,n/a,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
TBK,"Triumph Bancorp, Inc.",12.9,231732800.7,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/tbk
HTWO,HF2 Financial Management Inc.,9.62,228880483,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/htwo
CARO,Carolina Financial Corporation,13.99,226541077.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caro
PLMT,"Palmetto Bancshares, Inc. (SC)",17.52,224142873.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/plmt
ATLO,Ames National Corporation,24.07,224113675.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/atlo
BSRR,Sierra Bancorp,16.14,222531654.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bsrr
HTBK,Heritage Commerce Corp,8.29,219031358.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
FBRC,FBR & Co,24.58,218276446.7,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/fbrc
PWOD,"Penns Woods Bancorp, Inc.",45,216355635,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pwod
TBNK,Territorial Bancorp Inc.,21.7,216340320,n/a,2009,Finance,Savings Institutions,http://www.nasdaq.com/symbol/tbnk
CNBKA,"Century Bancorp, Inc.",38.6,214921287.4,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka
HBNC,Horizon Bancorp (IN),22.85,210466460.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/hbnc
HALL,"Hallmark Financial Services, Inc.",10.88,207637271,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/hall
REXI,"Resource America, Inc.",9.05,206861144.3,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/rexi
EBTC,Enterprise Bancorp Inc,20.34,206753903.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
IHC,Independence Holding Company,11.84,205673113.6,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/ihc
AFH,"Atlas Financial Holdings, Inc.",17.37,204472448.8,n/a,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afh
FXCB,"Fox Chase Bancorp, Inc.",16.61,199510865.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fxcb
NKSH,"National Bankshares, Inc.",28.26,196420395.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nksh
ANCX,Access National Corporation,18.7,195456027.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
LEVYU,Levy Acquisition Corp.,10.42,195375000,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/levyu
BHB,"Bar Harbor Bankshares, Inc.",32.85,195088496,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bhb
CIFC,CIFC Corp.,7.67,192877382.6,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cifc
LEVY,Levy Acquisition Corp.,10,187500000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/levy
TRTLU,Terrapin 3 Acquisition Corporation,10.08,186480000,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/trtlu
FFNW,"First Financial Northwest, Inc.",12,184550376,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ffnw
NICK,"Nicholas Financial, Inc.",14.83,182568200.1,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/nick
CPSS,"Consumer Portfolio Services, Inc.",7.1,181777324,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
MBVT,"Merchants Bancshares, Inc.",28.55,180768607.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
FBIZ,"First Business Financial Services, Inc.",45.22,179667154.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbiz
MCBC,Macatawa Bank Corporation,5.26,178139310.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
FNLC,"First Bancorp, Inc (ME)",16.41,175941078.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnlc
FFKT,Farmers Capital Bank Corporation,23.33,174684284.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ffkt
BLMT,"BSB Bancorp, Inc.",18.985,172067244.1,n/a,2011,Finance,Major Banks,http://www.nasdaq.com/symbol/blmt
LNBB,"LNB Bancorp, Inc.",17.74,171464089.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lnbb
AMNB,"American National Bankshares, Inc.",21.78,170895768.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/amnb
EHTH,"eHealth, Inc.",9.52,169626065.3,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
NRIM,Northrim BanCorp Inc,24.25,165726949.3,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nrim
MSL,MidSouth Bancorp,14.59,165419829.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl
SAMG,Silvercrest Asset Management Group Inc.,13.45,164472289.4,n/a,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/samg
FNWB,First Northwest Bancorp,12.49,163623496.4,n/a,2015,Finance,Banks,http://www.nasdaq.com/symbol/fnwb
MFSF,MutualFirst Financial Inc.,22.59,162625206.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfsf
SLMAP,SLM Corporation,48.965,161584500,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/slmap
VALU,"Value Line, Inc.",16.39,160832906.5,n/a,1983,Finance,Investment Managers,http://www.nasdaq.com/symbol/valu
OLBK,"Old Line Bancshares, Inc.",14.85,160251844.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/olbk
GRIF,"Griffin Land & Nurseries, Inc.",30.8,158606879.2,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/grif
OSBC,"Old Second Bancorp, Inc.",5.38,158400693,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/osbc
JMP,JMP Group LLC,7.51,154342380.8,n/a,2007,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jmp
ROIQ,ROI Acquisition Corp. II,9.85,153906250,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/roiq
HBCP,"Home Bancorp, Inc.",21.5,152962094,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbcp
SIFI,"SI Financial Group, Inc.",11.85,151479995.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/sifi
PULB,Pulaski Financial Corp.,12.37,149234079.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pulb
FMNB,Farmers National Banc Corp.,8.1,149109757.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmnb
TCBIP,"Texas Capital Bancshares, Inc.",24.8,148800000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tcbip
PROV,"Provident Financial Holdings, Inc.",16.35,147070686.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
SONA,"Southern National Bancorp of Virginia, Inc.",11.98,146108918.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sona
ESSA,"ESSA Bancorp, Inc.",12.64,144530537.9,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
ITIC,Investors Title Company,70.9999,144045875.1,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/itic
CFNB,California First National Bancorp,13.76,143928554.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfnb
LCNB,LCNB Corporation,15.41,143396414.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
ORRF,Orrstown Financial Services Inc,17,140483529,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/orrf
QCRH,"QCR Holdings, Inc.",17.65,140179618.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
SMBC,"Southern Missouri Bancorp, Inc.",18.74,138894620.8,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/smbc
ONFC,Oneida Financial Corp.,19.63,137850575.7,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/onfc
PMBC,Pacific Mercantile Bancorp,7.09,137794369.8,n/a,2000,Finance,Major Banks,http://www.nasdaq.com/symbol/pmbc
WFD,"Westfield Financial, Inc.",7.28,136817284.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wfd
BWFG,"Bankwell Financial Group, Inc.",19.24,135995669.7,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bwfg
MNRK,"Monarch Financial Holdings, Inc.",12.66,134789412.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mnrk
VBTX,"Veritex Holdings, Inc.",13.9,131547264.8,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/vbtx
MBRG,Middleburg Financial Corporation,18.25,130011430.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbrg
WFBI,WashingtonFirst Bankshares Inc,15.92,129310852.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/wfbi
AVNU,"Avenue Financial Holdings, Inc.",12.86,128726028,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/avnu
MBTF,M B T Financial Corp,5.63,127781559.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
NHTB,"New Hampshire Thrift Bancshares, Inc.",15.44,127503998.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/nhtb
PFBI,"Premier Financial Bancorp, Inc.",15.43,125221300.9,n/a,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
FRBK,"Republic First Bancorp, Inc.",3.31,125167659.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
CFFI,C&F Financial Corporation,35.8,121869178.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cffi
ACNB,ACNB Corporation,20.25,121729412.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/acnb
CVCY,Central Valley Community Bancorp,10.98,120558094.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
GCBC,"Greene County Bancorp, Inc.",28.5,120337174.5,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/gcbc
CVLY,"Codorus Valley Bancorp, Inc",20.47,118823212,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
HBNK,"Hampden Bancorp, Inc.",21.09,117143139.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/hbnk
PBIP,"Prudential Bancorp, Inc.",12.44,115735527.6,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
SHBI,Shore Bancshares Inc,9.1,114795981.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/shbi
UNB,"Union Bankshares, Inc.",25.48,113600796.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/unb
MLP,"Maui Land & Pineapple Company, Inc.",5.96,111981116.9,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp
MBFIP,MB Financial Inc.,27.35,109400000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip
HIIQ,"Health Insurance Innovations, Inc.",7.44,109281889.4,n/a,2013,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/hiiq
ISTR,Investar Holding Corporation,15.0292,109025483.9,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/istr
ASFI,"Asta Funding, Inc.",8.35,108430920.7,n/a,1995,Finance,Finance Companies,http://www.nasdaq.com/symbol/asfi
CHEV,Cheviot Financial Corp,15.85,106318677.6,n/a,2004,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chev
TINY,"Harris & Harris Group, Inc.",3.37,105297887.7,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/tiny
NWFL,Norwood Financial Corp.,28.79,104959674.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nwfl
CAMB,CAMBRIDGE CAPITAL ACQUISITION CORPORATION,9.92,104503480,n/a,2014,Finance,Business Services,http://www.nasdaq.com/symbol/camb
RVSB,Riverview Bancorp Inc,4.65,104494288.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
CBNJ,"Cape Bancorp, Inc.",9.1,104426103.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbnj
HFFC,HF Financial Corp.,14.78,104258400.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/hffc
SMMF,"Summit Financial Group, Inc.",12.55,104186912.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/smmf
PEBK,"Peoples Bancorp of North Carolina, Inc.",18.4905,103863449.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebk
BCBP,"BCB Bancorp, Inc. (NJ)",12.36,103662788.5,n/a,2005,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bcbp
SFST,"Southern First Bancshares, Inc.",16.6,103341324.6,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/sfst
ENFC,Entegra Financial Corp.,15.75,103105406.3,n/a,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
NBTF,NB&T FINANCIAL GROUP INC,29.79,102283845.8,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/nbtf
FAC,First Acceptance Corporation,2.46,100859776.1,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac
EVBN,"Evans Bancorp, Inc.",24,100554360,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbn
GDEF,"Global Defense & National Security Systems, Inc.",10.36,99712151,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/gdef
